Altium Designer Pick and Place Locations
D:\SynologyDrive\IRNAS-Projects\KORUZA\KORUZA-Electronics\koruza-compute-module-board\04_OUTPUT_FILES\Koruza_V1.3_PICK & PLACE\Koruza_V1.3_PICK & PLACE.csv

========================================================================================================================
File Design Information:

Date:       11/08/21
Time:       09:35
Revision:   Not in VersionControl
Variant:    No variations
Units used: mm

"Designator","Footprint","Center-X(mm)","Center-Y(mm)","Ref-X(mm)","Ref-Y(mm)","Pad-X(mm)","Pad-Y(mm)","Layer","Rotation","Comment"
"R75","RES0603","101.8860","66.4225","101.8860","66.4225","101.8860","65.6725","TopLayer","90","10k"
"R74","RES0603","100.1760","66.4355","100.1760","66.4355","100.1760","65.6855","TopLayer","90","10k"
"R73","RES0603","96.7540","66.4285","96.7540","66.4285","96.7540","65.6785","TopLayer","90","10k"
"R72","RES0603","98.4610","66.4345","98.4610","66.4345","98.4610","65.6845","TopLayer","90","10k"
"SB3","Solderbridge","34.0000","57.3421","34.0000","57.0297","34.0000","57.0297","BottomLayer","90","Solderbridge"
"SB2","Solderbridge","33.9750","54.2919","33.9750","53.9795","33.9750","53.9795","BottomLayer","90","Solderbridge"
"SB1","Solderbridge","36.5500","52.0921","36.5500","51.7797","36.5500","51.7797","BottomLayer","90","Solderbridge"
"U17","HVQFN16","40.9500","55.4295","40.9500","55.4295","42.9000","54.4545","TopLayer","180","PCA9546ABS"
"R71","RES0603","114.8750","69.4795","114.8750","69.4795","114.1250","69.4795","TopLayer","0","4k7"
"R70","RES0603","114.8500","71.2295","114.8500","71.2295","114.1000","71.2295","TopLayer","0","4k7"
"R69","RES0603","103.8000","70.3045","103.8000","70.3045","103.0500","70.3045","TopLayer","0","4k7"
"R68","RES0603","103.8000","72.0295","103.8000","72.0295","103.0500","72.0295","TopLayer","0","4k7"
"R24","RES0603","37.1500","52.2795","37.1500","52.2795","37.9000","52.2795","TopLayer","180","4k7"
"R23","RES0603","39.0250","50.4545","39.0250","50.4545","39.7750","50.4545","TopLayer","180","4k7"
"P6","BM04B-SRSS","109.1250","72.4795","109.1250","72.4795","107.6250","71.2170","TopLayer","0","BM04B-SRSS-TB(LF)(SN)"
"P5","BM04B-SRSS","98.3000","72.4795","98.3000","72.4795","96.8000","71.2170","TopLayer","0","BM04B-SRSS-TB(LF)(SN)"
"C51","CAP0603","45.8250","51.3545","45.8250","51.3545","45.8250","52.1045","TopLayer","270","100nF"
"C50","CAP0603","44.2500","51.3295","44.2500","51.3295","44.2500","52.0795","TopLayer","270","1uF"
"U3","SOT23127P600-8N","107.3250","39.7045","107.3250","39.7045","108.2750","41.0795","TopLayer","270","SRV05-4ATCT"
"C22","CAP0603","107.3500","34.8045","107.3500","34.8045","108.1000","34.8045","TopLayer","180","20pF"
"R28","RES1206","95.2495","20.1930","95.2495","20.1930","95.2495","18.7430","TopLayer","90","0R"
"R27","RES1206","94.1700","30.9245","94.1700","30.9245","92.7200","30.9245","TopLayer","0","0R"
"FB1","CAP0805","4.9000","68.4795","4.9000","68.4795","3.9500","68.4795","TopLayer","0","0.15OHM, 1A"
"U16","SOP127P600-8N","18.7500","19.2295","18.7500","19.2295","20.0200","23.6545","TopLayer","270","PC817X2NIP0F"
"U15","SOT23127P600-8N","147.3250","21.5295","147.3250","21.5295","148.2750","22.9045","TopLayer","270","USBLC6-2SC6"
"U14","SON65P200X63_HS-7N","152.2750","27.7795","152.2750","27.7795","153.2650","27.1295","TopLayer","180","AP2553FDC-7"
"U13","SOT23127P600-8N","143.3500","21.5295","143.3500","21.5295","144.3000","22.9045","TopLayer","270","USBLC6-2SC6"
"U12","SON65P200X63_HS-7N","140.2500","29.1545","140.2500","29.1545","141.2400","28.5045","TopLayer","180","AP2553FDC-7"
"U11","SOT23127P600-8N","83.9750","21.2045","83.9750","21.2045","84.9250","22.5795","TopLayer","270","USBLC6-2SC6"
"U10","SON65P200X63_HS-7N","82.0250","31.6545","82.0250","31.6545","83.0150","31.0045","TopLayer","180","AP2553FDC-7"
"U9","SOT23127P600-8N","87.8500","21.2045","87.8500","21.2045","88.8000","22.5795","TopLayer","270","USBLC6-2SC6"
"U8","SON65P200X63_HS-7N","79.4750","24.7045","79.4750","24.7045","80.4650","24.0545","TopLayer","180","AP2553FDC-7"
"U7","SOT23-8PIN","53.1490","27.5590","53.1490","27.5590","52.1740","26.2590","TopLayer","0","INA219"
"R67","RES0603","152.8000","33.0795","152.8000","33.0795","152.8000","32.3295","TopLayer","90","10k"
"R66","RES0603","15.0250","18.9295","15.0250","18.9295","15.0250","18.1795","TopLayer","90","10k"
"R65","RES0603","15.0750","22.5795","15.0750","22.5795","15.0750","23.3295","TopLayer","270","470R"
"R64","RES0603","75.9000","13.7795","75.9000","13.7795","75.1500","13.7795","TopLayer","0","100k"
"R63","RES0603","138.7000","20.2545","138.7000","20.2545","138.7000","21.0045","TopLayer","270","0R"
"R62","RES0603","154.7750","28.5045","154.7750","28.5045","154.7750","29.2545","TopLayer","270","47k"
"R21","RES1206","53.2125","22.9870","53.2125","22.9870","51.7625","22.9870","TopLayer","0","0.1R 1%"
"R12","RES0603","142.9000","27.1295","142.9000","27.1295","142.9000","26.3795","TopLayer","90","47k"
"R11","RES0603","78.5500","14.6795","78.5500","14.6795","78.5500","15.4295","TopLayer","270","0R"
"R4","RES0603","84.8750","32.5295","84.8750","32.5295","84.8750","33.2795","TopLayer","270","47k"
"R2","RES0603","79.4250","18.1795","79.4250","18.1795","78.6750","18.1795","TopLayer","0","0R"
"R1","RES0603","82.0250","24.9795","82.0250","24.9795","82.0250","25.7295","TopLayer","270","47k"
"Q6","SOT23127P600-8N_-_1","13.6500","12.4545","13.6500","12.4545","14.8500","11.5045","TopLayer","180","CPH3455-TL-W"
"Q5","DMG1012T-7","73.2500","10.7295","73.2500","10.7295","73.2500","9.8795","TopLayer","270","DMG1012T-7"
"Q4","DMG1012T-7","76.8345","10.7315","76.8345","10.7315","76.8345","9.8815","TopLayer","270","DMG1012T-7"
"P4","HDR2X11","141.8300","55.0095","140.5600","67.7095","140.5600","67.7095","TopLayer","270","Header 11X2"
"P2","JST1X3_2.54MM","141.3350","36.1795","138.7950","36.1795","138.7950","36.1795","TopLayer","90","Header 3"
"D6","DIOM4326X24N_1","94.0430","24.5745","94.0430","24.5745","92.4680","24.5745","TopLayer","0","MRA4007T3G"
"D5","DIOM4326X24N_1","94.0430","27.9400","94.0430","27.9400","92.4680","27.9400","TopLayer","0","MRA4007T3G"
"CON8","HDR1X2_2.54MM","9.8750","3.9245","9.8750","5.1945","9.8750","5.1945","TopLayer","0","68001-402HLF"
"CON7","DUAL_USB_CONN","145.6000","12.9845","142.0500","15.4795","142.0500","15.4795","TopLayer","0","DUAL USB CONNECTOR"
"CON6","DUAL_USB_CONN","87.6955","12.7665","84.1455","15.2615","84.1455","15.2615","TopLayer","0","DUAL USB CONNECTOR"
"CON5","MICRO_SD_CARD_SOCKET","24.6750","65.2295","24.6750","65.2295","21.5750","70.5795","TopLayer","180","SD card"
"CON4","BLOCK_TERMINAL_3.5MM","16.9895","3.8735","18.7395","3.8735","18.7395","3.8735","TopLayer","180","Terminal Block, 3.5 mm"
"C74","CAP0805","152.5000","25.1295","152.5000","25.1295","151.5500","25.1295","TopLayer","0","47uF"
"C73","CAP0603","154.0250","23.2295","154.0250","23.2295","153.2750","23.2295","TopLayer","0","100nF"
"C72","CAP0603","150.9250","23.2295","150.9250","23.2295","151.6750","23.2295","TopLayer","180","100nF"
"C71","CAP1206","149.3750","26.5795","149.3750","26.5795","149.3750","25.0295","TopLayer","90","10uF"
"C70","CAP0805","140.3500","26.4545","140.3500","26.4545","139.4000","26.4545","TopLayer","0","47uF"
"C69","CAP0603","140.7250","24.7295","140.7250","24.7295","139.9750","24.7295","TopLayer","0","100nF"
"C68","CAP0603","137.6750","24.7045","137.6750","24.7045","136.9250","24.7045","TopLayer","0","100nF"
"C67","CAP1206","137.3750","28.0295","137.3750","28.0295","137.3750","26.4795","TopLayer","90","10uF"
"C66","CAP0805","81.8250","29.0045","81.8250","29.0045","80.8750","29.0045","TopLayer","0","47uF"
"C65","CAP0603","84.6500","28.8295","84.6500","28.8295","84.6500","29.5795","TopLayer","270","100nF"
"C64","CAP0603","81.5000","27.2295","81.5000","27.2295","82.2500","27.2295","TopLayer","180","100nF"
"C63","CAP1206","78.8250","30.1795","78.8250","30.1795","78.8250","28.6295","TopLayer","90","10uF"
"C62","CAP0805","79.4250","21.5545","79.4250","21.5545","78.4750","21.5545","TopLayer","0","47uF"
"C21","CAP1206","5.4250","66.0545","5.4250","66.0545","3.8750","66.0545","TopLayer","0","220pF /2kV"
"C17","CAP0603","76.4750","19.1545","76.4750","19.1545","77.2250","19.1545","TopLayer","180","100nF"
"C14","CAP0603","21.9500","54.9545","21.9500","54.9545","21.2000","54.9545","TopLayer","0","4u7/16V"
"C13","CAP0603","21.9500","56.7295","21.9500","56.7295","21.2000","56.7295","TopLayer","0","4u7/16V"
"CON9","10118193","72.4530","3.4290","72.4530","3.4290","71.1530","4.8540","TopLayer","0","MicroUSB"
"P1","HDR2X3_2.54MM_ANGLE","61.2770","5.6515","58.7370","4.3815","58.7370","4.3815","TopLayer","90","MHDR2X3H"
"C1","CAP0805","58.2290","22.6695","58.2290","22.6695","59.1790","22.6695","TopLayer","180","47uF /10V"
"C2","CAP0805","56.1335","13.5255","56.1335","13.5255","56.1335","14.4755","TopLayer","270","10uF /16V"
